#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
FOS	CDKN1A	1848822	1843736	ENSP00000306245	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.659
FOS	IGF1	1848822	1848439	ENSP00000306245	ENSP00000302665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.922	0.922
TNF	SLC1A3	1860103	1845695	ENSP00000398698	ENSP00000265113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
REST	HDAC4	1849464	1845573	ENSP00000311816	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.593	0.000	0.367	0.731
MAPK3	CDH1	1845265	1844988	ENSP00000263025	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.243	0.921
JUN	PITX2	1855436	1848608	ENSP00000360266	ENSP00000304169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
MMP9	MAPK3	1855661	1845265	ENSP00000361405	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
RAN	HDAC4	1857999	1845573	ENSP00000376176	ENSP00000264606	0.000	0.000	0.000	0.000	0.074	0.000	0.900	0.000	0.903
BDNF	CRHR1	1861075	1858593	ENSP00000414303	ENSP00000381333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.537
CRHR1	HTR7	1858593	1852055	ENSP00000381333	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.513	0.513
HDAC9	MECP2	1860731	1859873	ENSP00000408617	ENSP00000395535	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.926	0.926
HDAC9	AR	1860731	1856164	ENSP00000408617	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.913	0.913
RGS4	AFF1	1859995	1858274	ENSP00000397181	ENSP00000378578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.648
MMP9	JUN	1855661	1855436	ENSP00000361405	ENSP00000360266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.964	0.996
BDNF	ESR1	1861075	1842435	ENSP00000414303	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.472	0.766
KIT	JAG1	1847112	1844342	ENSP00000288135	ENSP00000254958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.495	0.495
HTT	RPS6KB1	1853139	1843035	ENSP00000347184	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.223	0.656
TNF	FOS	1860103	1848822	ENSP00000398698	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.914
HDAC9	SLC1A2	1860731	1846562	ENSP00000408617	ENSP00000278379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.817
SRY	AMH	1857599	1842844	ENSP00000372547	ENSP00000221496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.732	0.732
HDAC9	CDKN1A	1860731	1843736	ENSP00000408617	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.938	0.938
CCDC6	MAPK3	1845288	1845265	ENSP00000263102	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.576
PROM1	AKT1	1861160	1846136	ENSP00000415481	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.604	0.604
NBN	SIRT1	1845751	1842473	ENSP00000265433	ENSP00000212015	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.847	0.931
PIK3CA	CDH1	1845446	1844988	ENSP00000263967	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.454	0.943
MAOA	HTR7	1852356	1852055	ENSP00000340684	ENSP00000337949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.811	0.811
BRCA1	IGF1	1861387	1848439	ENSP00000418960	ENSP00000302665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.412
EIF2C1	FXR1	1855852	1853552	ENSP00000362300	ENSP00000350170	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0.829	0.886
CA2	IL6	1846958	1844631	ENSP00000285379	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.459
CELF1	DMPK	1862017	1852998	ENSP00000435926	ENSP00000345997	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.646	0.843
TNF	KIT	1860103	1847112	ENSP00000398698	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.586	0.586
ATN1	HTT	1853388	1853139	ENSP00000349076	ENSP00000347184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.441	0.441
WNT7A	CDH1	1846941	1844988	ENSP00000285018	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.939	0.940
BDNF	CA2	1861075	1846958	ENSP00000414303	ENSP00000285379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
AR	ATXN1	1856164	1843741	ENSP00000363822	ENSP00000244769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.658	0.658
NR1H4	FXR2	1862381	1843993	ENSP00000447149	ENSP00000250113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.681	0.681
FMR1	RPLP0	1855265	1852166	ENSP00000359506	ENSP00000339027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.701	0.701
FXR1	DLG4	1853552	1847440	ENSP00000350170	ENSP00000293813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.758
RPS6	AKT1	1857216	1846136	ENSP00000369757	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.383	0.000	0.985	0.990
KRT8	MAPK3	1847404	1845265	ENSP00000293308	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.101	0.602
BDNF	AKT1	1861075	1846136	ENSP00000414303	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.941	0.941
KRT8	CDH1	1847404	1844988	ENSP00000293308	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.583	0.627
HTT	AKT1	1853139	1846136	ENSP00000347184	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.852	0.934
YBX1	JUN	1855704	1855436	ENSP00000361626	ENSP00000360266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.408	0.408
MAP1B	FXR2	1847784	1843993	ENSP00000296755	ENSP00000250113	0.000	0.000	0.000	0.000	0.000	0.466	0.000	0.650	0.805
EPHB2	DLG4	1856154	1847440	ENSP00000363763	ENSP00000293813	0.462	0.000	0.000	0.000	0.000	0.077	0.000	0.349	0.648
ATXN3	FXN	1858089	1856650	ENSP00000376965	ENSP00000366482	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.505
JUN	ESR1	1855436	1842435	ENSP00000360266	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.808	0.900	0.943	0.998
KIT	CDH1	1847112	1844988	ENSP00000288135	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.910	0.910
KIT	IL6	1847112	1844631	ENSP00000288135	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.648
FXR2	RPS6KB1	1843993	1843035	ENSP00000250113	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.619	0.619
JUN	CDKN1A	1855436	1843736	ENSP00000360266	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.941	0.997
BRCA1	NUFIP1	1861387	1856987	ENSP00000418960	ENSP00000368459	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.103	0.594
SRY	ZFY	1857599	1842256	ENSP00000372547	ENSP00000155093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.838	0.838
IL10	MMP9	1860958	1855661	ENSP00000412237	ENSP00000361405	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
ATXN3	SLC12A2	1858089	1845152	ENSP00000376965	ENSP00000262461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.584	0.584
JUN	TWIST1	1855436	1843619	ENSP00000360266	ENSP00000242261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.432	0.432
WNT7A	AKT1	1846941	1846136	ENSP00000285018	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.715
RPS6	RPL10	1857216	1852496	ENSP00000369757	ENSP00000341730	0.000	0.000	0.000	0.000	0.975	0.436	0.000	0.000	0.985
MMP1	CDH1	1850481	1844988	ENSP00000322788	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
RPL10	RPLP0	1852496	1852166	ENSP00000341730	ENSP00000339027	0.274	0.000	0.000	0.000	0.964	0.727	0.000	0.340	0.994
KIT	PIK3CA	1847112	1845446	ENSP00000288135	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.149	0.900	0.464	0.950
BDNF	PIK3CA	1861075	1845446	ENSP00000414303	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.122	0.908
BRCA1	NBN	1861387	1845751	ENSP00000418960	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.972	0.900	0.623	0.998
MMP1	IL6	1850481	1844631	ENSP00000322788	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.928	0.928
RFC4	NBN	1847705	1845751	ENSP00000296273	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.514	0.949
HDAC9	MMP1	1860731	1850481	ENSP00000408617	ENSP00000322788	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.841	0.841
JAG1	CDKN1A	1844342	1843736	ENSP00000254958	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
HDAC9	FXN	1860731	1856650	ENSP00000408617	ENSP00000366482	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
YBX1	G3BP1	1855704	1853318	ENSP00000361626	ENSP00000348578	0.000	0.000	0.000	0.000	0.086	0.593	0.000	0.396	0.756
IL6	TIMP1	1844631	1842705	ENSP00000258743	ENSP00000218388	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.937	0.937
DMD	NOS1	1854257	1852004	ENSP00000354923	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.649	0.000	0.629	0.864
FXR1	RPLP0	1853552	1852166	ENSP00000350170	ENSP00000339027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.701	0.701
JUN	MAPK3	1855436	1845265	ENSP00000360266	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.680	0.900	0.973	0.999
DLG4	AKT1	1847440	1846136	ENSP00000293813	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.419
GPC3	WNT7A	1858180	1846941	ENSP00000377836	ENSP00000285018	0.000	0.000	0.000	0.000	0.000	0.328	0.800	0.212	0.884
BDNF	APP	1861075	1846936	ENSP00000414303	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.398	0.405
TNF	ESR1	1860103	1842435	ENSP00000398698	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
SLC1A2	AKT1	1846562	1846136	ENSP00000278379	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.850	0.850
BDNF	ARC	1861075	1853386	ENSP00000414303	ENSP00000349022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.634	0.634
WNT7A	ESR1	1846941	1842435	ENSP00000285018	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.866	0.866
PRKG1	AKT1	1856026	1846136	ENSP00000363092	ENSP00000270202	0.000	0.000	0.000	0.792	0.000	0.328	0.000	0.614	0.411
HDAC4	ESR1	1845573	1842435	ENSP00000264606	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.812	0.900	0.281	0.985
CAV1	MAPK3	1852186	1845265	ENSP00000339191	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.441	0.753
AMH	ESR1	1842844	1842435	ENSP00000221496	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
RGS4	C5	1859995	1842988	ENSP00000397181	ENSP00000223642	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CDH1	RPS6KB1	1844988	1843035	ENSP00000261769	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
CDH1	CDKN1A	1844988	1843736	ENSP00000261769	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.592	0.593
DLG4	APP	1847440	1846936	ENSP00000293813	ENSP00000284981	0.000	0.000	0.000	0.000	0.088	0.576	0.000	0.356	0.729
CELF1	AKT1	1862017	1846136	ENSP00000435926	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.822	0.822
FOS	APOE	1848822	1844127	ENSP00000306245	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
PRKG1	MAPK3	1856026	1845265	ENSP00000363092	ENSP00000263025	0.000	0.000	0.000	0.649	0.066	0.275	0.000	0.462	0.402
PSMB6	PSMB7	1846162	1844696	ENSP00000270586	ENSP00000259457	0.000	0.000	0.208	0.775	0.736	0.999	0.900	0.883	0.999
CTCF	RPS6KB1	1845456	1843035	ENSP00000264010	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.101	0.900	0.151	0.917
BDNF	HDAC9	1861075	1860731	ENSP00000414303	ENSP00000408617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
NUFIP1	YBX1	1856987	1855704	ENSP00000368459	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.557	0.557
AR	NR3C2	1856164	1852455	ENSP00000363822	ENSP00000341390	0.000	0.000	0.000	0.787	0.000	0.576	0.000	0.233	0.594
CDKN1A	EIF2AK2	1843736	1843335	ENSP00000244741	ENSP00000233057	0.000	0.000	0.000	0.000	0.000	0.564	0.000	0.197	0.634
SLC6A4	APOE	1844969	1844127	ENSP00000261707	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.473
HDAC9	IL6	1860731	1844631	ENSP00000408617	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.416
IGF1	APOE	1848439	1844127	ENSP00000302665	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
IGF1	TIMP1	1848439	1842705	ENSP00000302665	ENSP00000218388	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.504	0.948
IL6	RPS6KB1	1844631	1843035	ENSP00000258743	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.452	0.452
JUN	APP	1855436	1846936	ENSP00000360266	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.371	0.495
JUN	RPS6KB1	1855436	1843035	ENSP00000360266	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.652	0.652
AR	CAV1	1856164	1852186	ENSP00000363822	ENSP00000339191	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.826	0.923
DLG4	KIT	1847440	1847112	ENSP00000293813	ENSP00000288135	0.462	0.000	0.000	0.000	0.000	0.077	0.000	0.200	0.568
FOS	PIK3CA	1848822	1845446	ENSP00000306245	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.793	0.793
TNF	SLC1A2	1860103	1846562	ENSP00000398698	ENSP00000278379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.685	0.685
BRCA1	BRCA2	1861387	1857163	ENSP00000418960	ENSP00000369497	0.000	0.000	0.000	0.000	0.000	0.913	0.900	0.943	0.999
IL10	IL6	1860958	1844631	ENSP00000412237	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.979	0.979
IGF1	OXT	1848439	1842661	ENSP00000302665	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.453
JUN	PIK3CA	1855436	1845446	ENSP00000360266	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.214	0.000	0.475	0.570
IL10	TNF	1860958	1860103	ENSP00000412237	ENSP00000398698	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.949	0.949
C2	C5	1848055	1842988	ENSP00000299367	ENSP00000223642	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.078	0.592
NOS1	HDAC4	1852004	1845573	ENSP00000337459	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.553
KIT	AMH	1847112	1842844	ENSP00000288135	ENSP00000221496	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.418	0.447
T	WNT7A	1847809	1846941	ENSP00000296946	ENSP00000285018	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.466	0.499
HDAC9	ESR1	1860731	1842435	ENSP00000408617	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.586	0.816
MMP9	RPS6KB1	1855661	1843035	ENSP00000361405	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.873	0.874
SMN1	DMD	1857272	1854257	ENSP00000370083	ENSP00000354923	0.000	0.000	0.000	0.000	0.000	0.096	0.000	0.472	0.502
PROM1	JAG1	1861160	1844342	ENSP00000415481	ENSP00000254958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
MMP9	IGF1	1855661	1848439	ENSP00000361405	ENSP00000302665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.534	0.534
HDAC4	NFYB	1845573	1843547	ENSP00000264606	ENSP00000240055	0.278	0.000	0.000	0.000	0.000	0.201	0.000	0.190	0.492
RPS6	EEF1A2	1857216	1842645	ENSP00000369757	ENSP00000217182	0.000	0.000	0.223	0.000	0.428	0.000	0.000	0.093	0.561
PRDX2	WRN	1848306	1847932	ENSP00000301522	ENSP00000298139	0.000	0.000	0.000	0.000	0.000	0.360	0.000	0.102	0.400
ATXN3	AR	1858089	1856164	ENSP00000376965	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.580	0.580
KIT	ESR1	1847112	1842435	ENSP00000288135	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.540	0.550
FXR1	AKT1	1853552	1846136	ENSP00000350170	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.492	0.493
YBX1	PITX2	1855704	1848608	ENSP00000361626	ENSP00000304169	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.081	0.584
FMR1	CYFIP2	1855265	1850773	ENSP00000359506	ENSP00000325817	0.000	0.000	0.000	0.000	0.073	0.572	0.000	0.966	0.985
IGF1	MAPK3	1848439	1845265	ENSP00000302665	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.470	0.944
YBX1	EEF1A1	1855704	1851211	ENSP00000361626	ENSP00000330054	0.000	0.000	0.000	0.000	0.064	0.585	0.000	0.871	0.946
FMR1	DLGAP3	1855265	1843417	ENSP00000359506	ENSP00000235180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.760	0.761
CELF1	JUN	1862017	1855436	ENSP00000435926	ENSP00000360266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.825	0.825
BDNF	OXT	1861075	1842661	ENSP00000414303	ENSP00000217386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
RCAN1	MAPK3	1850280	1845265	ENSP00000320768	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.226	0.657
ASAH1	ARSA	1857426	1842549	ENSP00000371152	ENSP00000216124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.608	0.608
SHBG	AR	1857224	1856164	ENSP00000369816	ENSP00000363822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.815	0.815
JUN	NOS1	1855436	1852004	ENSP00000360266	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.861	0.861
CA2	ESR1	1846958	1842435	ENSP00000285379	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
POU3F4	PITX2	1855849	1848608	ENSP00000362296	ENSP00000304169	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.863	0.863
PPP2R5C	AKT1	1860968	1846136	ENSP00000412324	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.650	0.800	0.252	0.943
SHBG	IL6	1857224	1844631	ENSP00000369816	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.508
IL6	CDKN1A	1844631	1843736	ENSP00000258743	ENSP00000244741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.903	0.903
C7	C5	1850411	1842988	ENSP00000322061	ENSP00000223642	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.000	0.955
BRCA1	TARDBP	1861387	1843553	ENSP00000418960	ENSP00000240185	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.106	0.595
PROM1	IGF1	1861160	1848439	ENSP00000415481	ENSP00000302665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.415	0.414
IGF1	PIK3CA	1848439	1845446	ENSP00000302665	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.417	0.939
NUFIP1	FXR1	1856987	1853552	ENSP00000368459	ENSP00000350170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.631	0.631
CAV1	CDH1	1852186	1844988	ENSP00000339191	ENSP00000261769	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.869	0.869
MMP9	MMP1	1855661	1850481	ENSP00000361405	ENSP00000322788	0.000	0.000	0.000	0.745	0.113	0.000	0.900	0.982	0.930
FLNA	CYFIP2	1855120	1850773	ENSP00000358866	ENSP00000325817	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
BDNF	NRG1	1861075	1853417	ENSP00000414303	ENSP00000349275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.912	0.912
TNF	IL6	1860103	1844631	ENSP00000398698	ENSP00000258743	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.871	0.877
JUN	AKT1	1855436	1846136	ENSP00000360266	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.976	0.977
NUFIP1	CYFIP2	1856987	1850773	ENSP00000368459	ENSP00000325817	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.677	0.677
GDI1	RENBP	1859771	1858117	ENSP00000394071	ENSP00000377303	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.471	0.471
CAV1	NOS1	1852186	1852004	ENSP00000339191	ENSP00000337459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.834
EPHB2	CAV1	1856154	1852186	ENSP00000363763	ENSP00000339191	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.694
RPLP0	ESR1	1852166	1842435	ENSP00000339027	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.395	0.000	0.325	0.574
PIK3CA	RPS6KB1	1845446	1843035	ENSP00000263967	ENSP00000225577	0.000	0.000	0.000	0.000	0.000	0.663	0.900	0.880	0.995
RPS6KB1	ESR1	1843035	1842435	ENSP00000225577	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
TRAP1	EEF1A2	1843846	1842645	ENSP00000246957	ENSP00000217182	0.000	0.000	0.000	0.000	0.126	0.082	0.000	0.382	0.461
CHD2	JUN	1858166	1855436	ENSP00000377747	ENSP00000360266	0.000	0.000	0.000	0.000	0.000	0.324	0.000	0.161	0.409
TNF	AKT1	1860103	1846136	ENSP00000398698	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.934	0.934
TH	MAPK3	1857346	1845265	ENSP00000370571	ENSP00000263025	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.199	0.646
IL10	JUN	1860958	1855436	ENSP00000412237	ENSP00000360266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.855	0.984
EIF2C1	FXR2	1855852	1843993	ENSP00000362300	ENSP00000250113	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.815	0.911
NOS1	AKT1	1852004	1846136	ENSP00000337459	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.881	0.882
CYFIP1	MAP1B	1850651	1847784	ENSP00000324549	ENSP00000296755	0.000	0.000	0.000	0.000	0.000	0.129	0.000	0.345	0.405
